No.,ID,Name,URL,Address,State,Contact details 1,Contact details 2,Contact details 3,Contact details 4,Contact details 5,Contact details 6,Contact details 7,Good/BAD
3998,96157,Bi-mart – Roseburg,https://www.henryusa.com/dealer-location/bi-mart-609/,"1381 Nw Garden Valley BlRoseburg, OR 97470",Oregon,Empty field,541-672-5738,Empty field,Empty field,Empty field,Empty field,Empty field,
3999,96142,Bi-mart – Salem,https://www.henryusa.com/dealer-location/bi-mart/,"2155 Lancaster Drive NESalem, OR 97305",Oregon,Empty field,503-588-3211,Empty field,Empty field,Empty field,Empty field,Empty field,
4000,96231,Bi-mart – Sandy,https://www.henryusa.com/dealer-location/bi-mart-677/,"36859 Hwy 26Sandy, OR 97055",Oregon,Empty field,503-783-1020,Empty field,Empty field,Empty field,Empty field,Empty field,
4001,96161,Bi-mart – Springfield (Mohawk Blvd),https://www.henryusa.com/dealer-location/bi-mart-603/,"1521 Mohawk BlvdSpringfield, OR 97477",Oregon,Empty field,541-736-5954,Empty field,Empty field,Empty field,Empty field,Empty field,
4002,96164,Bi-mart – Springfield (Thurston),https://www.henryusa.com/dealer-location/bi-mart-627/,"5744 Main StSpringfield, OR 97478",Oregon,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4003,96137,Bi-mart – Stayton,https://www.henryusa.com/dealer-location/bi-mart-647/,"1701 Shaff Rd SStayton, OR 97383",Oregon,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4004,96166,Bi-mart – Sutherlin,https://www.henryusa.com/dealer-location/bi-mart-652/,"833 E Central AveSutherlin, OR 97479",Oregon,Empty field,541-459-0541,Empty field,https://www.bimart.com/,Empty field,Empty field,Empty field,
4005,96232,Bi-mart – The Dalles,https://www.henryusa.com/dealer-location/bi-mart645/,"3300 W. 16Th StreetThe Dalles, OR 97058",Oregon,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4006,96119,Bi-mart – Tigard,https://www.henryusa.com/dealer-location/bi-mart-640/,"13500 Sw PacificTigard, OR 97223",Oregon,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4007,96168,Bi-mart – Veneta,https://www.henryusa.com/dealer-location/bi-mart-669/,"25126 Jeans RdVeneta, OR 97487",Oregon,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4008,96169,Bi-mart – Winston,https://www.henryusa.com/dealer-location/bi-mart-676/,"391 Nw Douglas BlvdWinston, OR 97496",Oregon,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4009,96236,Bi-mart – Woodburn,https://www.henryusa.com/dealer-location/bi-mart-643/,"1600 Mount Hood Ave.Woodburn, OR 97071",Oregon,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4010,96172,Black Birds,https://www.henryusa.com/dealer-location/black-birds/,"1810 West Main StreetMedford, OR 97501",Oregon,Empty field,541-779-5431,sittingthdown@yahoo.com,http://www.blackbirdshoppingcenter.com/,Empty field,Empty field,Empty field,
4011,96179,Bradbury’s Gun-N-Tackle,https://www.henryusa.com/dealer-location/bradburys-gun-n-tackle/,"1809 Rouge River HwyGrants Pass, OR 97527",Oregon,Empty field,541-479-1531,dbradbury@charter.net,Empty field,541-474-1420,Empty field,Empty field,
4012,96162,Cabela’s – Springfield,https://www.henryusa.com/dealer-location/cabelas-48/,"2800 Gateway StreetSpringfield, OR 97477",Oregon,Empty field,541-349-5760,shawn.robertson@cabelas.com,Empty field,541-726-6550,Empty field,Empty field,
4013,96215,Cental Point Pawn,https://www.henryusa.com/dealer-location/cental-point-pawn/,"232 E Pine StCentral Point, OR 97502",Oregon,Empty field,541-665-2169,centralpointpawn@live.com,Empty field,Empty field,Empty field,Empty field,
4014,96196,Clem Sports,https://www.henryusa.com/dealer-location/clem-sports/,"17224 Scott Canyon LaneArlington, OR 97812",Oregon,Empty field,541-384-5242,dwade@dialoregon.net,Empty field,Empty field,Empty field,Empty field,
4015,96189,D&b Supply,https://www.henryusa.com/dealer-location/db-supply/,"519 SW 19TH STONTARIO, OR 97914",Oregon,Empty field,541-889-9119,amcconathy@dbsupply.com,Empty field,Empty field,Empty field,Empty field,
4016,96123,Discount Sporting Goods – Portland,https://www.henryusa.com/dealer-location/discount-sporting-goods/,"9401 SE 82nd AvenuePortland, OR 97266",Oregon,Empty field,503-777-8700,Empty field,http://www.sportsmanswarhouse.com,Empty field,Empty field,Empty field,
4017,96208,Doc Hollidays Llc,https://www.henryusa.com/dealer-location/doc-hollidays-llc/,"126 NE Steiger StGrants Pass, OR 97526",Oregon,Empty field,541-471-0040,dochollidayguns@yahoo.com,http://WWW.DHGUNS.COM,Empty field,Empty field,Empty field,
4018,107378,Double Tap Firearms,https://www.henryusa.com/dealer-location/double-tap-firearms/,"2075 NE Hwy 20Bend, OR 97701",Oregon,Karma Smith,541-977-0202,doubletapfirearmsbend@gmail.com,http://www.bendguns.com,Empty field,Empty field,Empty field,
4019,96229,Fisherman’s Marine & Outdoor,https://www.henryusa.com/dealer-location/fishermans-marine-outdoor/,"1900 McLoughlin BlvdSuite 60Oregon City, OR 97045",Oregon,Empty field,503-557-3313,webmaster@fishermans-marine.com,http://www.fishermans-marine.com/,Empty field,Empty field,Empty field,
4020,96246,Fisherman’s Marine & Outdoors,https://www.henryusa.com/dealer-location/fishermans-marine-outdoors-2/,"1120 North Hayden Meadow DrivePortland, OR 97217",Oregon,Empty field,503-283-0044,Empty field,Empty field,503-978-8291,Empty field,Empty field,
4021,96120,Fishermans Marine & Outdoors,https://www.henryusa.com/dealer-location/fishermans-marine-outdoors/,"10355 SW Cascade AveTigard, OR 97223",Oregon,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4022,96223,Florence Gun Shop,https://www.henryusa.com/dealer-location/florence-gun-shop/,"539 Highway 101PO Box 398Florence, OR 97439",Oregon,Empty field,541-997-0500,florencegunshop@hotmail.com,Empty field,Empty field,Empty field,Empty field,
4023,96181,Fox Firearms,https://www.henryusa.com/dealer-location/fox-firearms/,"520 NE F StGrants Pass, OR 97526",Oregon,Empty field,541-479-1163,foxfirearms@gmail.com,Empty field,Empty field,Empty field,Empty field,
4024,96194,Garners Grocery and Sporting Goods,https://www.henryusa.com/dealer-location/garners-grocery-and-sporting-goods/,"2214 South East Court AvenuePendleton, OR 97801",Oregon,Rick and Tammy Hadden,541-276-7552,garners@wtechlink.us,http://www.garnerssportinggoods.com,Empty field,Empty field,Empty field,
4025,96175,Good Guys Guns,https://www.henryusa.com/dealer-location/good-guys-guns/,"4934 Crater Lake AveMedford, OR 97504",Oregon,Empty field,541-858-0436,goodguysguns@yahoo.com,http://www.goodguysguns.com,541-858-0431,Empty field,Empty field,
4026,96126,Gun Crafters Firearms & More,https://www.henryusa.com/dealer-location/gun-crafters-firearms-more/,"2305 Pringle Rd SE, Suite JSalem, OR 97302",Oregon,Empty field,503-362-6197,guncrafters@comcast.net,Empty field,Empty field,Empty field,Empty field,
4027,96147,Gun Pro Shooting Supplies Llc,https://www.henryusa.com/dealer-location/gun-pro-shooting-supplies-llc/,"4405 Main StSpringfield, OR 97478",Oregon,Empty field,541-915-9030,ncgunpro@gmail.com,Empty field,Empty field,Empty field,Empty field,
4028,96238,H & K Gun Shop,https://www.henryusa.com/dealer-location/h-k-gun-shop/,"2604 Pacific AveForest Grove, OR 97116",Oregon,Empty field,503-357-6807,Empty field,Empty field,Empty field,Empty field,Empty field,
4029,109234,Hammer Down Firearms,https://www.henryusa.com/dealer-location/hammer-down-firearms/,"1255 NE 3rd StreetBend, OR 97701",Oregon,Aaron Clickett,541-408-0003,Aaron@hdfirearmsusa.com,Empty field,Empty field,Empty field,Empty field,
4030,96248,Lincoln City Sporting Goods Inc,https://www.henryusa.com/dealer-location/lincoln-city-sporting-goods-inc/,"800 Se HWY 101Lincoln City, OR 97367",Oregon,Empty field,541-996-4747,hello@lcsportinggoods.com,https://lcsportinggoods.com/,Empty field,Empty field,Empty field,
4031,96202,Lock Stock & Barrel – Ontario,https://www.henryusa.com/dealer-location/lock-stock-barrel-2/,"2085 Alameda DriveOntario, OR 97914",Oregon,Empty field,541-889-7585,Empty field,Empty field,Empty field,Empty field,Empty field,
4032,96130,Lost Creek Armory Llc,https://www.henryusa.com/dealer-location/lost-creek-armory-llc/,"100 Ne Bend River Mall Ave Ste #110Bend, OR 97701",Oregon,Empty field,541-389-4867,lostcreek@bendbroadband.com,Empty field,Empty field,Empty field,Empty field,
4033,96205,Malheur Drug,https://www.henryusa.com/dealer-location/malheur-drug/,"198 A StreetVale, OR 97918",Oregon,Empty field,541-473-3333,ADAM@MALHEURDRUG.COM,http://www.malheurdrug.com,Empty field,Empty field,Empty field,
4034,96138,Mazama Sporting Goods,https://www.henryusa.com/dealer-location/mazama-sporting-goods/,"1055 Bailey Hill RoadUnit BEugene, OR 97402",Oregon,Empty field,541-484-9993,gunroom@teammazama.com,http://www.mazamasportinggoods.com,541-686-3435,Empty field,Empty field,
4035,96170,Meade’s Cannon Shop,https://www.henryusa.com/dealer-location/meades-cannon-shop/,"38 NE Oceanwayside LnPO BOX 140Yachats, OR 97498",Oregon,Empty field,541-547-3694,cannon@pioneer.net,Empty field,Empty field,Empty field,Empty field,
4036,96125,Mlc,https://www.henryusa.com/dealer-location/mlc/,"1997 25Th Street SESalem, OR 97302",Oregon,Empty field,503-370-8900,Empty field,Empty field,Empty field,Empty field,Empty field,
4037,96218,Newberg Trading Post Northwest,https://www.henryusa.com/dealer-location/newberg-trading-post-northwest/,"2305C Portland RoadNewberg, OR 97132",Oregon,Empty field,503-487-6876,info@tradingpostnw.com,http://tradingpostnw.com/index.html,Empty field,Empty field,Empty field,
4038,96247,Northwest Armory,https://www.henryusa.com/dealer-location/northwest-armory-2/,"12632 Southeast McLoughlin BlvdMilwaukie, OR 97222",Oregon,Ethan Williams,503-654-7974,sales@nwarmory.com,http://www.nwarmory.com/,503-654-1127,Empty field,Empty field,
4039,96212,Northwest Armory – Tigard,https://www.henryusa.com/dealer-location/northwest-armory/,"13500 SW Pacific HwyTigard, OR 97223",Oregon,Karl,503-746-7417,sales@nwarmory.com,http://www.nwarmory.com/,Empty field,Empty field,Empty field,
4040,96233,Old Mill Bargain Center,https://www.henryusa.com/dealer-location/old-mill-bargain-center/,"2917 East 2nd StreetThe Dalles, OR 97058",Oregon,Linda Pellissier,541-296-6706,oldmill@gorge.net,Empty field,541-296-6706,Empty field,Empty field,
4041,96182,Parker’s Rod and Gun Rack Inc.,https://www.henryusa.com/dealer-location/parkers-rod-and-gun-rack-inc/,"7364 S Sixth StreetKlamath Falls, OR 97603",Oregon,Empty field,541-883-3726,parkersrodandgun@yahoo.com,Empty field,Empty field,Empty field,Empty field,
4042,96186,R & K Guns & Sporting Supplies,https://www.henryusa.com/dealer-location/r-k-guns-sporting-supplies/,"136514 Jug DrCrescent, OR 97733",Oregon,Empty field,541-433-2991,gunsbysilencerray@yahoo.com,Empty field,Empty field,Empty field,Empty field,
4043,96145,Rapid Fire Arms Llc,https://www.henryusa.com/dealer-location/rapid-fire-arms-llc/,"39110 Proctor Blvd Suite BPO Box 1863Sandy, OR 97055",Oregon,Empty field,503-482-6881,info@rapidfirearms.us,http://www.rapidfirearms.us/,Empty field,Empty field,Empty field,
4044,96180,Rogue River Sporting Goods,https://www.henryusa.com/dealer-location/rogue-river-sporting-goods/,"506 East Main StreetPO BOX 700Rogue River, OR 97537",Oregon,Empty field,541-582-1390,Empty field,Empty field,Empty field,Empty field,Empty field,
4045,96190,Ron’s Guns – Madras,https://www.henryusa.com/dealer-location/rons-guns-2/,"196 SW 5th StMadras, OR 97741",Oregon,Empty field,541-475-3745,Empty field,Empty field,Empty field,Empty field,Empty field,
4046,96244,Shooters Service Center,https://www.henryusa.com/dealer-location/shooters-service-center/,"8242 N Lombard St.Portland, OR 97203",Oregon,Empty field,503-289-1280,don.shooterservicecenter@gmail.com,Empty field,Empty field,Empty field,Empty field,
4047,101989,Snowy River Mercantile,https://www.henryusa.com/dealer-location/snowy-river-mercantile/,"2211 Winchester AveReedsport, OR 97467",Oregon,Gary Ronald,541-361-6644,snowyrivermercantile@hotmail.com,Empty field,Empty field,Empty field,Empty field,
4048,96206,Southern Oregon Pawn,https://www.henryusa.com/dealer-location/southern-oregon-pawn/,"400 N Riverside AveMedford, OR 97501",Oregon,Empty field,541-772-5118,oregonpawn@aol.com,Empty field,Empty field,Empty field,Empty field,
4049,98404,Sportsman’s Warehouse – Albany,https://www.henryusa.com/dealer-location/sportsmans-warehouse-68/,"1351 Waverly Dr. SEAlbany, OR 97322",Oregon,Charrel Cordova,541-928-5400,245-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/or/albany/1351-waverly-dr-se,541-928-5404,Empty field,Empty field,
4050,96184,Sportsman’s Warehouse – Bend,https://www.henryusa.com/dealer-location/sportsmans-warehouse-13/,"63492 Hunnell RdBend, OR 97703",Oregon,Thomas Leuthauser,541-693-5000,206-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/or/bend/63492-hunnell-rd,Empty field,Empty field,Empty field,
4051,98405,Sportsman’s Warehouse – Hillsboro,https://www.henryusa.com/dealer-location/sportsmans-warehouse-69/,"10645 NE Tanasbourne DrHillsboro, OR 97124",Oregon,Jeff Seymour,503-844-9100,230-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/or/hillsboro/10645-ne-tanasbourne-dr,503-844-8865,Empty field,Empty field,
4052,98406,Sportsman’s Warehouse – Klamath Falls,https://www.henryusa.com/dealer-location/sportsmans-warehouse-70/,"1863 Avalon StreetKlamath Falls, OR 97603",Oregon,Sandy New,541-273-3000,241-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/or/klamath-falls/1863-avalon-street,541-273-4000,Empty field,Empty field,
4053,98407,Sportsman’s Warehouse – Medford,https://www.henryusa.com/dealer-location/sportsmans-warehouse-71/,"1710 Delta Waters Rd.Medford, OR 97504",Oregon,Heather Jaxx,541-732-3700,158-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/or/medford/1710-delta-waters-rd,541-732-3701,Empty field,Empty field,
4054,98408,Sportsman’s Warehouse – Portland,https://www.henryusa.com/dealer-location/sportsmans-warehouse-72/,"9401 SE 82nd AvePortland, OR 97086",Oregon,Mark Goldsmith,503-777-8700,204-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/or/portland/9401-se-82nd-ave,503-777-8707,Empty field,Empty field,
4055,98409,Sportsman’s Warehouse – Roseburg,https://www.henryusa.com/dealer-location/sportsmans-warehouse-73/,"2122 NW Stewart ParkwayRoseburg, OR 97471",Oregon,Michelle Welker,541-673-0200,249-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/or/roseburg/2122-nw-stewart-parkway,541-673-0207,Empty field,Empty field,
4056,96124,Sportsman’s Warehouse – Salem,https://www.henryusa.com/dealer-location/sportsmans-warehouse-12/,"1260 Lancaster Drive South EastSalem, OR 97317",Oregon,Ken Lund,503-589-0800,205-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/or/salem/1260-lancaster-dr-se,503-589-0802,Empty field,Empty field,
4057,109084,Take it to the Bank Pawn & Loan,https://www.henryusa.com/dealer-location/take-it-to-the-bank-pawn-loan/,"212 S. Sixth StreetKlamath Falls, OR 97601",Oregon,Roy Tyler,541-884-1834,take.it.to.the.bank.pawn@gmail.com,http://www.takeittothebankpawn.com,541-884-1237,Empty field,Empty field,
4058,96136,Thatchers Ace Hardware,https://www.henryusa.com/dealer-location/thatchers-ace-hardware/,"2001 2nd StreetBaker City, OR 97814",Oregon,Empty field,541-523-3371,guns@thatchersace.com,https://www.acehardware.com/store-details/10443,Empty field,Empty field,Empty field,
4059,96249,The Gun Broker,https://www.henryusa.com/dealer-location/the-gun-broker/,"13500 South West Pacific HighwayTigard, OR 97223",Oregon,Empty field,503-639-9614,Empty field,Empty field,Empty field,Empty field,Empty field,
4060,96163,The Gun Works,https://www.henryusa.com/dealer-location/the-gun-works/,"247 S. 2Nd StreetSpringfield, OR 97477",Oregon,Empty field,541-741-4118,office@thegunworks.com,http://www.thegunworks.com/GunIndex.cfm,541-988-1097,Empty field,Empty field,
4061,96150,The New Gun Shop,https://www.henryusa.com/dealer-location/the-new-gun-shop/,"78503 Sears RoadCottage Grove, OR 97424",Oregon,Empty field,541-942-8880,sdarbob@aol.com,Empty field,Empty field,Empty field,Empty field,
4062,96243,Tillamook Sporting Goods,https://www.henryusa.com/dealer-location/tillamook-sporting-goods/,"2207 Main Avenue N, Suite BTillamook, OR 97141",Oregon,Empty field,877-877-7678,tsg@tillamooksportinggoods.com,http://www.tillamooksportinggoods.com/index.html,Empty field,Empty field,Empty field,
4063,107309,Tj Gun Sales,https://www.henryusa.com/dealer-location/tj-gun-sales/,"1800 Oregon 99WMcMinnville, OR 97128",Oregon,Empty field,503-474-4258,info@tjgunsales.com,https://tjgunsales.com/,Empty field,Empty field,Empty field,
4064,96219,Trading Post Northwest,https://www.henryusa.com/dealer-location/sandy-trading-post-northwest/,"2305C Portland RdNewberg, OR 97132",Oregon,Empty field,503651PAWN7296,info@tradingpostnw.com,http://tradingpostnw.com/index.html,Empty field,Empty field,Empty field,
4065,96230,Umpqua Survival,https://www.henryusa.com/dealer-location/umpqua-survival/,"2896 NE Diamond Lake BlvdRoseburg, OR 97470",Oregon,Carlos Ortegon,541-673-6666,survive@UmpquaSurvival.com,http://www.UmpquaSurvival.com,Empty field,Empty field,Empty field,
4066,96160,Waldron’s Outdoor Sports,https://www.henryusa.com/dealer-location/waldrons-outdoor-sports/,"330 North East Garden Valley Blvd.Roseburg, OR 97470",Oregon,Empty field,541-672-8992,Empty field,Empty field,541-672-7814,Empty field,Empty field,
4067,96207,Welburn’s Weapons,https://www.henryusa.com/dealer-location/welburns-weapons/,"6785 Crater Lake HWYCentral Point, OR 97502",Oregon,Empty field,541-826-2999,Empty field,Empty field,Empty field,Empty field,Empty field,
4068,96209,Wild Bills Guns,https://www.henryusa.com/dealer-location/wild-bills-guns/,"125 East Main StreetPO Box 232Molalla, OR 97038",Oregon,Empty field,503-829-5153,wildbillbass@yahoo.com,Empty field,Empty field,Empty field,Empty field,
4069,96171,Wyatt’s Outdoor,https://www.henryusa.com/dealer-location/wyatts-outdoor/,"4856 Pioneer RdMedford, OR 97501",Oregon,Empty field,541-776-8417,Empty field,Empty field,Empty field,Empty field,Empty field,
4070,113036,2aarms Llc,https://www.henryusa.com/dealer-location/2aarms-llc/,"700 Louden StreetSuite 2Chambersburg, PA 17201",Pennsylvania,Michael Davenport,717-504-8900,2aarms.ammo@gmail.com,https://www.2aarmsllc.com/,Empty field,Empty field,Empty field,
4071,102934,3r Gun Shop,https://www.henryusa.com/dealer-location/3r-gun-shop/,"1630 Lambs Gap RDMechanicsburg, PA 17050",Pennsylvania,Jamie Cekovich,717-766-0122,Jamie@3rguns.com,https://www.3rguns.com/,Empty field,Empty field,Empty field,
4072,96389,A & S Indoor Pistol Range,https://www.henryusa.com/dealer-location/a-s-indoor-pistol-range/,"617 Overhead Bridge RdAtt ToddYoungwood, PA 15697",Pennsylvania,Empty field,724-925-1212,todd@indoorpistolrange.com,Empty field,Empty field,Empty field,Empty field,
4073,96345,A Advantage Firearms Co,https://www.henryusa.com/dealer-location/a-advantage-firearms-co/,"815 Butler StreetPittsburgh, PA 15223",Pennsylvania,Rick Genser,800-281-0450,rick@a-advantagetruck.com,Empty field,412-782-4198,Empty field,Empty field,
4074,96538,A F Boyer Hardware & Guns,https://www.henryusa.com/dealer-location/a-f-boyer-hardware-guns/,"130 Main StreetSlatington, PA 18080",Pennsylvania,Shannon Boyer,610-767-3162,afboyer1868@gmail.com,http://www.afboyer.com/,Empty field,Empty field,Empty field,
4075,112303,Academy Arms & Optics,https://www.henryusa.com/dealer-location/academy-arms-optics/,"105 W Academy StShinglehouse , PA 16748",Pennsylvania,Thomas Hamon,814-904-3006,info@academyarms.com,Empty field,Empty field,Empty field,Empty field,
4076,96356,Ace Sporting Goods,https://www.henryusa.com/dealer-location/ace-sporting-goods-inc/,"462 Washington RoadWashington, PA 15301",Pennsylvania,George or Ben,724-222-5470,contact@acesportinggoods.com,http:// www.acesportinggoods.com,724-222-5492,Empty field,Empty field,
4077,96474,Acri’s Gun Shop Llc,https://www.henryusa.com/dealer-location/acris-gun-shop-llc/,"3600 Sullivan StreetMechanicsburg, PA 17050",Pennsylvania,Empty field,717-732-0998,macri@comcast.net,Empty field,Empty field,Empty field,Empty field,
4078,96295,Advanced Arms Llc,https://www.henryusa.com/dealer-location/advanced-arms-llc/,"755 S Township BlvdPittston, PA 18640",Pennsylvania,Empty field,570-655-4867,sales@advancedarms.com,https://www.advancedarms.com/,Empty field,Empty field,Empty field,
4079,112144,Aim First Firearms Llc,https://www.henryusa.com/dealer-location/aim-first-firearms-llc/,"1147 Old William Penn HighwayBlairsville, PA 15717",Pennsylvania,Cory Schaeffer,724-388-7016,aimfirstfirearmsllc@gmail.com,http://www.aimfirstfirearmsllc.com,Empty field,Empty field,Empty field,
4080,96466,Albright Arms,https://www.henryusa.com/dealer-location/albright-arms/,"344 C StreetCarlisle, PA 17013",Pennsylvania,Empty field,717-422-6470,albrightarms@comcast.net,Empty field,Empty field,Empty field,Empty field,
4081,106836,Allegheny Arms & Gun Works,https://www.henryusa.com/dealer-location/allegheny-arms-gun-works/,"4603 Library Rd.Bethel Park, PA 15102",Pennsylvania,Josh Rowe or Bruce Piendl,412-409-2925,Info@AlleghenyArms.com,https://alleghenyarms.com/,412-595-8689,Empty field,Empty field,
4082,96448,Allegheny Trade Company,https://www.henryusa.com/dealer-location/allegheny-trade-company/,"928 3rd Avenue / Rt. 22Duncansville, PA 16635",Pennsylvania,Empty field,814-695-3131,alleghenytrade@yahoo.com,https://alleghenytradeco.com/,814-695-7103,Empty field,Empty field,
4083,96397,Altra Firearms,https://www.henryusa.com/dealer-location/altra-firearms/,"782 Hazzard Roadjackson center, PA 16133",Pennsylvania,Empty field,814-786-8346,altrafirearms@gmail.com,Empty field,Empty field,Empty field,Empty field,
4084,96276,American Arms and Ammo,https://www.henryusa.com/dealer-location/american-arms-and-ammo/,"2300 Dublin PikeQuakertown, PA 18951",Pennsylvania,Empty field,215-997-8010,americanarms@verizon.net,Empty field,Empty field,Empty field,Empty field,
4085,96359,Arh Sport Shop,https://www.henryusa.com/dealer-location/arh-sport-shop/,"4174 State Route 40Claysville, PA 15323",Pennsylvania,Empty field,724-222-6035,Empty field,Empty field,Empty field,Empty field,Empty field,
4086,96382,Army & Navy Store – Latrobe,https://www.henryusa.com/dealer-location/army-navy-store-2/,"800 Ligonier StreetLatrobe, PA 15650",Pennsylvania,Empty field,724-537-3861,pahunter@westol.com,Empty field,Empty field,Empty field,Empty field,
4087,96534,Army & Navy Store – Whitehall,https://www.henryusa.com/dealer-location/army-navy-store-3/,"1045 Grape StreetWhitehall, PA 18052",Pennsylvania,David Kurlansik,610-266-1045,guns@gearstuff.org,Empty field,Empty field,Empty field,Empty field,
4088,96459,Barber’s Firearms,https://www.henryusa.com/dealer-location/barbers-firearms/,"7070 Rt 249Westfield, PA 16950",Pennsylvania,Empty field,814-367-2900,barbersfirearms@yahoo.com,Empty field,814-367-5725,Empty field,Empty field,
4089,109357,Base Camp Guns,https://www.henryusa.com/dealer-location/base-camp-guns/,"122 Noah Ln.Martinsburg, PA 16662",Pennsylvania,Paul Cunningham,814-614-4628,pcgunrunner@gmail.com,http://www.basecampguns.com,Empty field,Empty field,Empty field,
4090,96480,Bass Pro Shops – Harrisburg,https://www.henryusa.com/dealer-location/bass-pro-shop-15/,"3501 Paxton St # 1Harrisburg, PA 17111",Pennsylvania,Empty field,717-565-5200,beshelly@basspro.com,Empty field,Empty field,Empty field,Empty field,
4091,96387,Bees Guns,https://www.henryusa.com/dealer-location/bees-guns/,"961 Cty RdSaltsburg, PA 15681",Pennsylvania,Empty field,724-639-9707,bigmpap13@gmail.com,Empty field,724-639-8727,Empty field,Empty field,
4092,96455,Belding & Mull,https://www.henryusa.com/dealer-location/belding-mull/,"1878 Port Matilda HighwayPhillipsburg, PA 16866",Pennsylvania,Empty field,814-342-1800,fgrauch@beldingandmull.com,Empty field,Empty field,Empty field,Empty field,
4093,96488,Better Bullets,https://www.henryusa.com/dealer-location/better-bullets/,"346 E Church StKing Of Prussia, PA 19406",Pennsylvania,Empty field,610-491-9901,patricia@betterbullets.com,Empty field,Empty field,Empty field,Empty field,
4094,96340,Big Buck Sport Shop,https://www.henryusa.com/dealer-location/big-buck-sport-shop/,"108 VIP DriveSuite 101Wexford, PA 15090",Pennsylvania,Empty field,724-935-7410,big.buck@coominternet.net,Empty field,Empty field,Empty field,Empty field,
4095,96384,Bill’s Guns,https://www.henryusa.com/dealer-location/bills-guns/,"235 Fennel StNew Alexandria, PA 15670",Pennsylvania,Empty field,724-668-8250,wlphillips@accrotool.com,Empty field,Empty field,Empty field,Empty field,
4096,96495,Bluestone Firearms,https://www.henryusa.com/dealer-location/bluestone-firearms/,"121 Bluestone RdYork, PA 17406",Pennsylvania,Empty field,717-751-0676,bluestonefirearms@comcast.net,Empty field,717-757-4707,Empty field,Empty field,
4097,96484,Blume’s Gun Shop,https://www.henryusa.com/dealer-location/blumes-gun-shop/,"43 Wildwood RoadNewville, PA 17241",Pennsylvania,Ralph Blume,717-776-5237,blume@pa.net,Empty field,Empty field,Empty field,Empty field,
4098,96462,Bobs Gunshop & Indoor Shooting Range Llc,https://www.henryusa.com/dealer-location/bobs-gunshop-indoor-shooting-range-llc/,"8470 Edinboro RdMckean, PA 16426",Pennsylvania,Empty field,814-476-7523,usmcfo15@verizon.net,Empty field,Empty field,Empty field,Empty field,
4099,96463,Books Market & Sporting Goods,https://www.henryusa.com/dealer-location/books-market-sporting-goods/,"31 East Main StPO BOX 162Blain, PA 17006",Pennsylvania,Empty field,717-536-3252,booksmarket@pa.net,Empty field,Empty field,Empty field,Empty field,
4100,96521,Boops Sporting Goods,https://www.henryusa.com/dealer-location/boops-sporting-goods/,"6558 Old Turnpike RoadMifflinburg, PA 17844",Pennsylvania,Empty field,Empty field,boopssportinggoods@dejazzed.com,Empty field,Empty field,Empty field,Empty field,
4101,98301,Buchanan Trail Sporters,https://www.henryusa.com/dealer-location/buchanan-trail-sporters/,"182 Buchanan Trail STE 175McConnellsburg, PA 17233",Pennsylvania,Braden Wissinger,717-485-5996,bjw59a@comcast.net,Empty field,717-485-5948,Empty field,Empty field,
4102,101846,Buck Hill Firearms,https://www.henryusa.com/dealer-location/buck-hill-firearms/,"960 Route 390Mountainhome, PA 18342",Pennsylvania,Rich Szabo,570-595-2636,rich@buckhillfirearms.com,https://www.buckhillfirearms.net/,Empty field,Empty field,Empty field,
4103,96437,Buells Corners Store,https://www.henryusa.com/dealer-location/buells-corners-store/,"44467 Buells Corners RdSpecial Order OnlySpartansburg, PA 16434",Pennsylvania,Empty field,814-654-7716,Empty field,Empty field,Empty field,Empty field,Empty field,
4104,96525,Bullseye Firearms Inc,https://www.henryusa.com/dealer-location/bullseye-firearms-inc/,"PO Box 534New Alexandria, PA 15670",Pennsylvania,Empty field,724-668-5033,bullseyegunvault@hotmail.com,Empty field,Empty field,Empty field,Empty field,
4105,103814,Burke’s Gun Shop,https://www.henryusa.com/dealer-location/burkes-gun-shop-2/,"138 Trail RoadMeshoppen, PA 18630",Pennsylvania,Pam Burke,570-712-2135,Info@BurkesGunShop.com,http://www.burkesgunshop.com/,Empty field,Empty field,Empty field,
